"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","x101","x102","x103","x104","x105","x106","x107","x108","x109","x110","x111","x112","x113","x114","x115","x116","x117","x118","x119","x120","x121","x122","x123","x124","x125","x126","x127","x128","x129","x130","x131","x132","x133","x134","x135","x136","x137","x138","x139","x140","x141","x142","x143","x144","x145","x146","x147","x148","x149","x150","x151","x152","x153","x154","x155","x156","x157","x158","x159","x160","x161","x162","x163","x164","x165","x166","x167","x168","x169","x170","x171","x172","x173","x174","x175","x176","x177","x178","x179","x180","x181","x182","x183","x184","x185"
5.496956866896004,5.01792784044222,4.168066050937587,4.625787578757876,4.886936809294418,5.13592822450081,5.146914132379249,3.4250274122807016,5.038383465584056,5.13590124585667,5.147441457068517,4.889612046962736,4.889586709886548,5.0740375123395856,5.134696094405767,4.035658139202515,5.197631042572011,4.910971437664094,4.790111435681056,4.716367265469062,4.352015619616401,5.318649432867318,3.913767019667171,3.591725121864225,4.862419809586075,5.021186821079091,5.295846598060265,5.169486651008963,4.646348689083099,4.846455241080483,5.000071926922247,4.864837954896202,4.976488892730573,3.8727360931435966,5.017453044664405,5.098306430272559,4.165101900618273,5.095046229536008,5.1683175080265045,4.854518050671069,4.788693798842992,4.951383370656649,4.86341310481764,5.118636779014137,4.811230585424134,4.213306525315299,4.59006671608599,4.0136509635974305,4.92434399540318,4.918299164768413,5.140379185155305,5.061456511369057,5.028044801128847,4.939205620102675,5.039401156856074,4.354765801574312,3.4591149153159715,4.70590660756623,5.117151607963247,5.180442804428044,4.933963714637146,5.00667707249393,4.836233565351895,4.9480734796737185,3.332888057707721,5.2679977814753185,3.7008912331757005,4.796696856686202,4.610294695481336,4.267479950299333,5.167650967075152,4.691330061658488,4.507422157856626,4.999430464947706,5.043457526080477,4.923454517564044,4.857054455445544,4.706942109055969,5.066445830085737,4.713358667056416,5.068740482923646,5.213018235342219,5.13836285888821,4.619602467443454,4.84709469280675,5.281919451585261,5.026957070707071,4.9024499384718645,3.8335942742115856,4.285714285714286,4.538540914250335,4.9476419878296145,4.788952380952381,3.08709264266401,4.851807435326366,4.712804518250021,4.994788217339975,4.586564030790763,5.121621621621622,5.171440786660966,4.921750057116746,4.968870911009497,4.841905051734631,4.864868473761517,4.77865891633797,4.961010971786834,4.990124243389615,4.7946743432889525,5.12454812086488,3.372434017595308,5.052981068098333,5.07971220297264,4.195434782608696,4.402536343952985,3.7044025157232703,5.024256854793705,5.198568019093079,5.0654392349960755,3.623709666947997,4.795826113162058,4.668876833433796,5.131530649700233,4.670232788509163,4.925906240034017,5.102630687591735,5.077466342970647,4.908923909890747,4.314235603624671,4.862119347892956,5.287429700562395,4.75492341356674,5.026966151536007,4.883050646423912,5.086853320386255,4.687519142419601,3.6050331822064523,5.21540667895923,5.185905897381307,4.958408429225011,5.079281183932347,4.9509124621840535,5.0496778811739444,5.007121057985758,5.225133033155956,5.056430446194225,4.895231863907745,5.053120849933599,4.089540617700493,5.014236570521302,4.796772954283519,4.934768973447627,4.968536364385141,3.7978446674098847,4.739726027397261,4.762688614540466,4.893942831215971,5.003487097738368,4.205241379310345,4.977341849148418,4.947620037414259,4.479512292624426,5.233188062006951,5.174129044277464,4.948819720075203,4.928630363036303,4.961182042833608,3.820836212854181,2.9834002188982125,3.6340345199568502,4.890918580375783,5.268254815389841,5.164853358561968,5.294989321504846,5.134636584111119,4.735225419769953,3.5049636589257225,5.074648508921253,4.759765170890491,4.834279956027849,4.819160534205506,4.882957690786872,5.2107372541709385,5.288107812784556,5.013661985287093,4.908647820637794
