"Combinatorics","Jerusalem","Ramesses II","Animal","Frida Kahlo","Greek language","e (mathematical constant)","Age of Enlightenment","Parthenon","Dinosaur","Colonialism","English literature","Zoology","Submarine","Computer","Logarithm","Ancient Greece","Democracy","Milky Way","Jesus","Mount Everest","Calculus","Human evolution","Gunpowder","The Beatles","France","Influenza","Communism","Earthquake","Alexander the Great","Spaceflight","Surgery","Bacteria","Abraham Lincoln","Crime","Adolf Hitler","Bible","War","Board game","Famine","Love","Business","Fossil fuel","Recreation","Periodic table","Elvis Presley","Julius Caesar","Australia","Christianity","Ancient Egypt","Brain","Flower","Justice","Islam","Socialism","Cancer","Charlie Chaplin","HIVAIDS","United States","Euclid","Holy Roman Empire","Prime number","Jet engine","Michelangelo","George Washington","Physics","Wind power","Capitalism","Amazon River","Wine","Alps","Liberty","Battery (electricity)","Christopher Columbus","Statistics","God","Alloy","Bread","Zheng He","Number theory","Probability","Astronomy","Government","Alan Turing","Vincent van Gogh","Arabic","Wheel","Refrigeration","Biology","Big Bang","William Shakespeare","Obesity","Gravity","Alcoholism","School","Crusades","World War I","Pharmaceutical drug","Kurt Gödel","Egypt","Algebra","Electricity","Abacus","Bicycle","Claude Monet","DNA","Chemistry","Theatre","Nuclear power","Aztec","Inca Empire","Akira Kurosawa","Silk Road","Joan of Arc","Frédéric Chopin","Buddhism","Camera","Dance","Agnosticism","Galaxy","Soviet Union","Moon landing","Limit (mathematics)","Dictatorship","Monarchy","Mobile phone","Jewellery","Video game","Journalism","Trigonometry","Dog","Hospital","Anatomy","Atheism","Ecology","Genetics","Film","Qin Shi Huang","Women's suffrage","Anthropology","Archimedes","Algorithm","Louis Armstrong","Car","Universe","Botany","New York City","World War II","Confucianism","Isaac Newton","Han dynasty","Milk","Aristotle","Judaism","Renaissance","Rome","South Korea","Atom","Bronze Age","Tax","Quantum mechanics","Classical music","Homer","Italy","Mathematical optimization","United Kingdom","Classical mechanics","Henry Ford","British Empire","Book","Benjamin Franklin","Quran","Clothing","Delhi","Marco Polo","Molecule","Africa","Spanish language","Pythagoras","Proton","World Health Organization","Feminism","Cereal","Acid–base reaction","Slavery","Drawing","Albert Einstein","Mahatma Gandhi","Hinduism","Russian Empire","Family","Eastern Orthodox Church","Plane (geometry)","Moon","Cooking","Antibiotics","Fire","Cold War","Grand Canyon","Ancient Greek philosophy","Pop music","Artificial intelligence","Malaria","Augustus","Steam engine","Cell (biology)","Industrial Revolution","Aircraft","Rembrandt","Ernest Hemingway","Laozi","Great Wall of China","Afterlife","Colosseum","Angkor Wat","Confucius","Dentistry","Asia","Agriculture","Sikhism"
-0.015223743800554957,-0.023064785984520622,0.06632133777490727,0.04529218925003887,-0.06577520828386597,0.015441340988273936,0.3508585138392745,-0.06483406295743671,-0.005519812603972523,0.012936012204280218,-0.051937357759373484,-0.06053467661281551,0.09492864721557864,-0.045420995932306286,-0.034999775291765525,0.21932115611012637,-0.012319281224126467,-0.037325573394282024,0.004536631008727349,0.004284679771670266,-0.02486444663769227,0.07484051963039134,-0.011165786979990284,-0.04992710367331641,-0.011513822294758284,-0.028667709377951645,0.012784132062526545,-0.046650775222817686,-0.019369185332611567,0.04703233999563155,0.02242861767311456,0.08301684067141317,-0.006551148407377202,-0.011936097094395947,-0.014322207984626393,-0.0201372911347842,0.02768081104639637,-0.03205391030555438,-0.031912975118464915,-0.039294919702060886,-0.0003035189874278478,-0.01627329536628203,0.03272445149079467,-0.015882933487987857,0.023228076305848732,-0.024218556314533696,-0.025696650326482644,-0.027129257049781863,-0.03352787779730307,-0.03152144618244649,-0.0482468304195312,0.0023937141600393393,0.01106723340519144,-0.007738578337769173,-0.06518648723286168,-0.030708941188428367,-0.0472420680572002,0.0011366004273577668,-0.05706328322517889,0.06329719717920566,-0.021819283562695805,0.10722327806185294,0.020121054047818266,0.03440708696926655,-0.0355529531054219,-0.03195481993360781,0.0018138574543905227,-0.04893982740974785,0.013521635317272874,0.010070463943109712,-0.02589361384490905,-0.00323816033269466,-0.008151571838065863,-0.024925723960133473,0.006644448318645474,0.023241409180877536,-0.04344080286463014,-0.007654411118182741,0.003795932793864213,0.08218630871705114,0.13310017156918175,-0.009250941302234056,0.027171010495226616,-0.0455011826144017,0.0030161006093100047,0.004046395414887868,0.04032833698920278,-0.05314534384382945,0.015942565694580812,-0.009503149045054813,0.07261565101632154,-0.011265785462096995,0.041936414938919676,-0.018086882408447937,-0.046787080771012166,-0.03585010417021785,-0.049245115991446556,-0.06108958396243688,0.035495793093413726,-0.013636099238723354,0.044319030829656304,-0.02589825473703814,-0.0015226491094343533,-0.014487222951879384,0.053339047844076226,-0.014964349494032645,-0.0328632676820708,-0.0407973503176622,-0.05041735471251343,-0.05701394585110987,0.008589853121403439,-0.016272854047841005,-0.03085679323040689,-0.01723462523387701,-0.012282911303770691,-0.031202837709324253,-0.03276148745726635,-0.004345598975424994,0.03866983122095677,-0.020319332550123307,-0.022919657879915862,-0.0035345329027424593,0.3583445366520174,-0.0017143293392454092,0.02002592339080448,-0.006364842401634448,-0.01752554493723223,-0.030721330144054964,-0.02219775116648028,0.1930404087252337,0.048546906829723416,-0.05219222053088875,-0.017685738496806217,0.007365442385420207,-0.02062322702837935,-0.005803018910336445,-0.020009260235488865,0.003046303736144819,-0.03218098273472386,-0.02683631400076488,0.021506903902965873,-0.01943853124586148,-0.02613339937701906,-0.0050751604385452995,-0.005216304681738614,-0.03551806085380762,-0.029271663923941545,-0.06354918837435129,0.02635214478422969,-0.012149420830246642,-0.03517456601923807,0.00962814574483787,0.0018874341909904547,-0.02958802825142106,-0.04802547949077977,-0.010768716787637087,-0.03391933377865286,-0.026669024427630285,-0.02171896202693178,-0.03215784681666335,0.034105114786511875,-0.037596386595412694,0.029428743856481424,-0.03716364600186665,0.033186799284088624,-0.02849764867226946,0.12334409240331135,-0.018739387865416478,-0.04172837626986472,-0.008517260028368737,0.006000987078736265,0.006537342117655354,-0.046972808454041344,-0.027251524799745973,-0.034189145572107324,0.0338727144912732,0.02201820353906029,0.011246633542639998,0.03950825458178695,0.0630441345561745,-0.023838518133532983,-0.06028132275832061,0.0483754584578498,0.037358117881649895,-0.027145023203338565,-0.009228472941620249,-0.039224172287413935,-0.05246817109219448,-0.03889802415881017,-0.011777585797184503,-0.025104253072418974,-0.017166044553329415,0.4498604167405362,-0.006012566698495584,0.021011642725671898,0.012645536787495911,0.005229405547567648,-0.04148963166516107,-0.028970549521864165,-0.00012112561558778976,0.02156384427589223,-0.013060595919102544,-0.02879346437733405,0.03733891554124265,-0.030972197597139452,-0.016283317826989892,-0.06549777586312978,-0.0001651235709823021,0.01767434022094496,-0.02398978523287423,0.021048721011528576,-0.0002415299006446244,0.010938924551091592,-0.00953903629947238,0.026282007744753963,-0.006519795848814581,-0.00768717728365551,0.027025386367440445,-0.04157448698191784,-0.039912588563845365
