"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","x101","x102","x103","x104","x105","x106","x107","x108","x109","x110","x111","x112","x113","x114","x115","x116","x117","x118","x119","x120","x121","x122","x123","x124","x125","x126","x127","x128","x129","x130","x131","x132","x133","x134","x135","x136","x137","x138","x139","x140","x141","x142","x143","x144","x145","x146","x147","x148","x149","x150","x151","x152","x153","x154","x155","x156","x157","x158","x159","x160","x161","x162","x163","x164","x165","x166","x167","x168","x169","x170","x171","x172","x173","x174","x175","x176","x177","x178","x179","x180","x181","x182","x183","x184","x185","x186","x187","x188","x189","x190","x191","x192","x193","x194","x195","x196","x197","x198","x199","x200","x201","x202","x203","x204","x205","x206","x207","x208","x209","x210","x211","x212","x213","x214","x215","x216","x217","x218","x219","x220"
5.496956866896004,5.072334443663478,4.625787578757876,5.138018456545989,5.13592822450081,5.030237912509593,3.4250274122807016,5.314624098867148,5.023018395454108,5.15782861330681,5.376884010484928,5.158297434578538,5.071183533447685,5.142416954757253,5.21692576142132,4.035658139202515,4.986537375258897,5.307352770356603,4.818349299926308,4.910971437664094,4.875915902647373,4.790111435681056,5.165007295511115,5.136144894566454,4.862419809586075,5.0605641842160605,5.016607812844847,5.378521794061908,5.210609480812641,4.846455241080483,5.031783751670875,4.965788601722996,5.346493701823651,5.017453044664405,5.114679990482989,5.095046229536008,4.842737173599265,5.103870564047555,4.937910447761194,5.133611312545323,4.902230046948357,5.373419773095624,5.0570302778929905,5.338983050847458,4.943567159484115,4.788693798842992,4.951383370656649,5.240882707260979,5.227454827896329,5.028474173330451,5.1813331384300545,4.936798284344645,5.166260162601626,5.02233160149485,5.398384038255421,5.205758555480998,5.028044801128847,5.096405474507445,5.191541651733142,4.939205620102675,4.955052073816919,4.354765801574312,4.785167304811054,4.70590660756623,5.180442804428044,5.295537746116553,4.931663837011884,5.246719160104987,4.81415057154119,4.985961667787492,4.920066750104297,5.186691895301167,5.112195682131373,4.9480734796737185,5.2679977814753185,4.876689324270292,4.972233162662466,5.010403916768666,4.796696856686202,4.610294695481336,4.507422157856626,5.133048875096974,5.195781677668652,5.066445830085737,4.713358667056416,4.925395230793634,4.769909644883379,5.1809667673716016,5.15421686746988,5.054429263992948,4.619602467443454,5.1677204432660275,4.933571939871152,5.2573534573534575,5.294651162790697,5.165948747901,5.0725965268246105,5.532637075718016,4.9476419878296145,4.963796684895502,4.851807435326366,5.174269978177284,4.8305454545454545,5.007613497509165,4.586564030790763,5.159610450198274,5.208458277323958,5.092569269521411,5.2739994651929765,5.1561252363942005,4.874362872216758,4.968870911009497,4.960266631812835,4.841905051734631,4.864868473761517,5.243181738612891,4.946235539541059,4.917465224111283,4.884064311495133,5.062040148969025,5.150986509645384,4.854918285538082,3.372434017595308,5.269300911854104,4.866116659429729,4.973781388478582,4.957588321672281,4.966482681385489,5.292688465031789,4.195434782608696,4.854464236474935,5.188563800200245,5.109231929333189,5.145988711953235,5.39943640445145,5.188627983698816,4.9712536322125365,4.670232788509163,5.050179211469534,5.437019004240615,4.925906240034017,5.077466342970647,4.862119347892956,5.065440947335619,5.036646005040528,5.360129895950693,4.9772359040829555,5.216967084639498,5.011452130096198,5.026966151536007,5.04351486450934,4.861916264090177,5.086853320386255,5.061111111111111,5.218527843601896,4.8606967396159,5.0357129762035715,5.063869463869464,4.9609785511241276,5.022075055187638,5.064194303013624,5.2165963431786215,5.0496778811739444,5.138770426840774,5.225133033155956,5.064480534178362,4.587099369719726,4.895231863907745,5.125691027276593,4.849473574481393,4.968536364385141,4.854053093150036,5.23427065026362,5.022135416666667,4.893942831215971,5.2317964222726125,4.966197721051627,5.100141826478387,5.003487097738368,4.709160892994611,5.2454676258992805,5.413682092555332,4.820648967551622,4.7565644171779145,5.066589842785414,4.980888888888889,5.233188062006951,5.174129044277464,5.263741283230305,4.9594697450209315,5.144721636870369,4.993798890627223,2.9834002188982125,4.905213984327909,5.101038163474192,5.424437830687831,4.92284076954564,5.1721575427297495,4.967538242618286,5.161506961506961,4.922587968217934,5.4299114910356305,5.3053415344771775,4.735225419769953,5.023883237505529,5.164576016056197,5.199941255454851,4.945080687142114,4.834279956027849,4.819160534205506,4.882957690786872,4.694504233031999,4.8730746960046325,4.855536431440046,4.83975248052918,5.013661985287093,5.208149585464809,4.89692750113516,5.302820570067723,5.108337308528118
